step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
234,CASH_OUT,333997.54,C527524150,100511.0,0.0,C1620165052,0.0,333997.54,0,0
33,TRANSFER,735340.68,C1944743366,0.0,0.0,C2131582857,13343517.66,14078858.34,0,0
18,PAYMENT,5351.12,C102610323,229571.77,224220.65,M1191630786,0.0,0.0,0,0
212,TRANSFER,1079277.69,C1935809547,10270.0,0.0,C2122200378,268522.24,1347799.92,0,0
550,CASH_IN,137487.05,C1824599376,76451.0,213938.05,C2045767563,0.0,0.0,0,0
380,PAYMENT,10832.55,C1095374354,0.0,0.0,M728859034,0.0,0.0,0,0
396,CASH_IN,228021.65,C864993137,43141.0,271162.65,C1948493938,664011.65,435990.0,0,0
302,TRANSFER,888650.93,C1770535754,50343.0,0.0,C478816447,7349791.09,8238442.03,0,0
324,CASH_OUT,258630.29,C2105556197,146336.0,0.0,C2093208320,42774.56,301404.86,0,0
16,CASH_IN,101994.78,C452447478,2055.0,104049.78,C94760176,1824318.11,1755379.91,0,0
12,PAYMENT,34183.58,C693133600,604960.7,570777.12,M1034709162,0.0,0.0,0,0
185,PAYMENT,2197.79,C1076340521,74348.0,72150.21,M1446759746,0.0,0.0,0,0
43,TRANSFER,516331.47,C875024727,131941.57,0.0,C538808766,5437931.42,5954262.89,0,0
327,CASH_OUT,208618.82,C788452203,0.0,0.0,C1646977654,297201.38,505820.2,0,0
355,PAYMENT,13840.8,C786471109,0.0,0.0,M2091445797,0.0,0.0,0,0
250,CASH_IN,37549.75,C1122225371,3670930.15,3708479.9,C676694919,3156552.22,3119002.47,0,0
522,PAYMENT,6217.21,C1807138745,13755.0,7537.79,M913947133,0.0,0.0,0,0
306,CASH_OUT,34487.06,C890206564,0.0,0.0,C423799951,1749535.53,1784022.59,0,0
329,TRANSFER,760710.12,C331689195,20011.0,0.0,C1738988477,815030.74,1575740.86,0,0
211,PAYMENT,1636.04,C585837841,0.0,0.0,M1678820996,0.0,0.0,0,0
356,CASH_IN,17774.04,C1164375081,20781.0,38555.04,C1536737960,385639.15,367865.1,0,0
42,CASH_IN,64947.54,C644433953,13797.0,78744.54,C319904860,0.0,0.0,0,0
401,TRANSFER,454287.74,C471832119,255.0,0.0,C1924301001,1360368.07,1814655.82,0,0
259,CASH_OUT,37424.96,C1540689848,127718.8,90293.83,C1471215452,459851.85,497276.81,0,0
255,PAYMENT,6165.34,C780240674,416.0,0.0,M1295166300,0.0,0.0,0,0
404,CASH_IN,57800.2,C103214602,3011.0,60811.2,C1352069272,0.0,0.0,0,0
131,TRANSFER,1628845.77,C1843953383,0.0,0.0,C388583042,4423535.51,6052381.29,0,0
321,TRANSFER,45916.74,C575240431,50447.0,4530.26,C445422631,0.0,45916.74,0,0
232,TRANSFER,758139.53,C123977722,59955.0,0.0,C556619823,0.0,758139.53,0,0
330,CASH_IN,62094.7,C121901997,8999959.58,9062054.29,C1963094568,473625.61,411530.9,0,0
209,CASH_OUT,56507.86,C2141393604,0.0,0.0,C600646770,98302.23,154810.09,0,0
19,CASH_IN,8480.4,C1868005706,13685015.89,13693496.3,C2090863354,528744.89,175454.96,0,0
156,DEBIT,1384.32,C550899512,9045.0,7660.68,C1951739891,164493.18,165877.5,0,0
378,CASH_OUT,66268.23,C1016873522,5279.0,0.0,C546500176,0.0,66268.23,0,0
705,CASH_OUT,601822.79,C712914824,40640.0,0.0,C1098478258,1527803.57,2129626.36,0,0
9,CASH_OUT,581998.28,C2017200797,95653.46,0.0,C679235222,4268163.17,6297525.12,0,0
203,CASH_OUT,50909.5,C97006359,21155.0,0.0,C419198145,0.0,50909.5,0,0
36,CASH_IN,87483.06,C2078517898,3052711.91,3140194.97,C548785403,749454.29,661971.23,0,0
43,CASH_IN,200155.33,C2137840079,2054907.62,2255062.95,C628819878,662310.77,462155.45,0,0
326,CASH_OUT,148060.68,C1370288613,0.0,0.0,C1336233154,466509.88,614570.55,0,0
328,CASH_IN,28080.93,C1722157805,100095.0,128175.93,C724852809,0.0,0.0,0,0
326,PAYMENT,10649.95,C1956515948,0.0,0.0,M283166768,0.0,0.0,0,0
403,CASH_OUT,158859.89,C237448840,0.0,0.0,C1400320921,331450.25,490310.13,0,0
205,CASH_IN,245169.78,C1516213057,58878.0,304047.78,C2099459838,1274791.62,1029621.84,0,0
322,TRANSFER,141153.42,C571399030,0.0,0.0,C679136179,1100338.22,1241491.64,0,0
42,CASH_OUT,252599.81,C792222477,0.0,0.0,C1079284884,606222.3,858822.11,0,0
379,PAYMENT,14434.52,C837099081,0.0,0.0,M860702938,0.0,0.0,0,0
277,PAYMENT,22987.82,C544596393,233126.79,210138.96,M1723194574,0.0,0.0,0,0
131,PAYMENT,55082.88,C1222632393,3548.0,0.0,M1224342823,0.0,0.0,0,0
406,PAYMENT,28266.51,C821381293,9855.17,0.0,M1023863142,0.0,0.0,0,0
134,CASH_IN,105921.6,C1430199390,862884.92,968806.51,C1018143157,1098614.81,992693.21,0,0
255,CASH_IN,96388.45,C1928942981,24006811.13,24103199.58,C695889360,5626830.05,5530441.6,0,0
394,TRANSFER,378916.07,C120422163,10462.0,0.0,C1230099032,0.0,378916.07,0,0
186,CASH_OUT,316755.72,C1136260970,0.0,0.0,C1152817458,822066.22,1138821.95,0,0
17,CASH_OUT,242428.56,C1359991579,736.0,0.0,C1144359621,307607.0,340107.21,0,0
285,CASH_IN,35071.69,C1034011572,1434207.89,1469279.58,C1268521350,539598.05,504526.36,0,0
39,TRANSFER,477944.42,C1453547991,95330.0,0.0,C611802340,243556.45,721500.87,0,0
399,CASH_IN,137173.04,C1682275609,18369759.06,18506932.1,C1733692857,164702.81,27529.77,0,0
308,PAYMENT,13715.05,C739316109,12139.0,0.0,M434943179,0.0,0.0,0,0
255,TRANSFER,349436.12,C583293591,107989.0,0.0,C981602736,502291.52,851727.64,0,0
211,PAYMENT,2619.9,C1914626823,0.0,0.0,M1025859301,0.0,0.0,0,0
308,CASH_OUT,460198.3,C531531000,0.0,0.0,C578952332,1490205.05,1950403.34,0,0
403,CASH_OUT,15977.89,C1650032499,0.0,0.0,C1849093321,418852.39,434830.28,0,0
140,CASH_OUT,93889.76,C1350718944,181.0,0.0,C2130657626,499568.75,593458.51,0,0
205,CASH_IN,31249.71,C770604453,8715801.14,8747050.85,C462391490,1071199.43,1039949.72,0,0
13,PAYMENT,127.27,C1744262849,62945.0,62817.73,M2079597561,0.0,0.0,0,0
167,CASH_OUT,177911.47,C843904156,190551.4,12639.93,C321826718,808457.37,986368.84,0,0
274,CASH_OUT,89011.8,C942629967,49624.0,0.0,C401025829,6879420.19,6968431.99,0,0
350,CASH_OUT,319746.51,C973722921,0.0,0.0,C682105888,524293.85,844040.37,0,0
20,CASH_OUT,108141.4,C549980131,107734.0,0.0,C2009093032,53172.21,161313.61,0,0
257,PAYMENT,20349.78,C705554486,15888.0,0.0,M1111738893,0.0,0.0,0,0
357,PAYMENT,9266.74,C1906648559,9137.0,0.0,M113272369,0.0,0.0,0,0
349,CASH_IN,29673.67,C7257308,2723423.45,2753097.12,C638226920,1418028.74,1388355.07,0,0
20,PAYMENT,3515.48,C207454313,0.0,0.0,M552247697,0.0,0.0,0,0
155,CASH_OUT,125165.9,C1074592060,274.0,0.0,C1014927819,0.0,0.0,0,0
12,PAYMENT,49.86,C569497998,264.0,214.14,M243562334,0.0,0.0,0,0
397,CASH_OUT,61193.84,C835930899,0.0,0.0,C1829268869,66858.89,128052.73,0,0
19,PAYMENT,24401.45,C1184483673,431.0,0.0,M251522770,0.0,0.0,0,0
134,PAYMENT,24547.89,C1765667063,11366.0,0.0,M1000258628,0.0,0.0,0,0
354,CASH_OUT,294086.76,C433928626,0.0,0.0,C449052938,623527.72,917614.48,0,0
298,PAYMENT,47104.63,C1216880861,336918.87,289814.24,M766537769,0.0,0.0,0,0
348,CASH_IN,187753.12,C193760544,161385.0,349138.12,C1875598764,0.0,0.0,0,0
187,CASH_OUT,71666.58,C1754644723,0.0,0.0,C1853914125,7865701.1,7937367.68,0,0
239,PAYMENT,21097.48,C1481423647,50767.68,29670.21,M619919630,0.0,0.0,0,0
186,PAYMENT,5464.09,C760721397,3375.0,0.0,M1835499245,0.0,0.0,0,0
569,CASH_OUT,105728.41,C1209898462,26968.0,0.0,C717663355,127155.87,232884.29,0,0
300,TRANSFER,2976430.56,C1732875944,18029.0,0.0,C1598400411,167955.03,3144385.59,0,0
119,PAYMENT,7008.72,C497904258,32039.0,25030.28,M510294838,0.0,0.0,0,0
18,PAYMENT,16479.85,C24123503,61027.39,44547.53,M757825662,0.0,0.0,0,0
570,PAYMENT,6232.82,C1965627943,0.0,0.0,M969498369,0.0,0.0,0,0
305,CASH_OUT,118102.47,C150584866,0.0,0.0,C1121608450,167283.49,285385.96,0,0
165,CASH_OUT,52462.6,C621212888,5260.0,0.0,C216779292,133111.62,185574.22,0,0
307,DEBIT,2531.64,C2128209901,67535.0,65003.36,C1402085033,1067064.53,1069596.18,0,0
298,TRANSFER,1042879.98,C582190360,0.0,0.0,C319016490,1584791.25,2627671.22,0,0
188,CASH_OUT,213463.32,C25436823,891.0,0.0,C527254484,0.0,213463.32,0,0
330,CASH_OUT,211527.76,C603922422,2203.0,0.0,C508479855,6352956.44,6564484.2,0,0
345,CASH_OUT,306542.13,C1287386443,0.0,0.0,C800803718,4435777.56,4742319.69,0,0
129,CASH_IN,81675.1,C421607686,2333773.85,2415448.95,C540685836,3682071.48,3600396.38,0,0
10,CASH_OUT,186184.77,C599241971,0.0,0.0,C639015907,1872800.07,4207743.78,0,0
234,CASH_IN,18277.65,C1613746743,11381.0,29658.65,C1162987530,0.0,0.0,0,0
132,PAYMENT,1151.63,C1781077643,0.0,0.0,M1773057604,0.0,0.0,0,0
306,CASH_OUT,48790.43,C767618624,145060.0,96269.57,C1158496438,4713243.29,4762033.72,0,0
9,PAYMENT,2260.74,C400206377,0.0,0.0,M1054672127,0.0,0.0,0,0
235,CASH_OUT,185892.78,C1621305312,0.0,0.0,C983139369,267701.23,453594.01,0,0
681,PAYMENT,12531.55,C724878347,115806.03,103274.49,M1345608599,0.0,0.0,0,0
333,CASH_OUT,3172.93,C1023699836,142217.0,139044.07,C35608248,625242.17,628415.1,0,0
11,CASH_OUT,66829.09,C892033819,428156.69,361327.6,C207471579,2270566.1,2306719.63,0,0
183,PAYMENT,45525.82,C1912863066,0.0,0.0,M517902358,0.0,0.0,0,0
204,CASH_OUT,71672.94,C1775589175,0.0,0.0,C1014470159,638314.29,640727.17,0,0
275,PAYMENT,3235.57,C1107995433,797.0,0.0,M1670797786,0.0,0.0,0,0
234,PAYMENT,15258.11,C1870046168,20983.0,5724.89,M1487289194,0.0,0.0,0,0
312,CASH_IN,109370.53,C52945236,678874.83,788245.36,C1426639698,538728.83,429358.3,0,0
407,PAYMENT,9118.7,C1056595388,98151.79,89033.09,M578031718,0.0,0.0,0,0
345,PAYMENT,13150.89,C1498998057,0.0,0.0,M1398764612,0.0,0.0,0,0
17,CASH_IN,498686.48,C1431372552,4075.0,502761.48,C1843861183,53179.61,0.0,0,0
212,CASH_OUT,106565.17,C435225160,6705.0,0.0,C179745648,179399.73,285964.9,0,0
187,CASH_OUT,18400.48,C532827802,21515.0,3114.52,C448836837,1641116.48,1659516.96,0,0
393,PAYMENT,14812.34,C2113599284,2048.0,0.0,M1936286388,0.0,0.0,0,0
47,PAYMENT,14384.07,C1694127309,30427.0,16042.93,M1975755836,0.0,0.0,0,0
332,CASH_OUT,47364.86,C698469882,22101.0,0.0,C1051146206,160240.97,207605.83,0,0
302,CASH_OUT,97200.88,C78031531,174251.38,77050.5,C1054287225,1244151.36,1341352.23,0,0
138,PAYMENT,1379.06,C1489909272,0.0,0.0,M86738663,0.0,0.0,0,0
188,CASH_IN,393677.31,C623769130,425235.58,818912.89,C332930321,3685103.99,3291426.69,0,0
285,PAYMENT,20809.43,C298357415,83519.2,62709.77,M1540587809,0.0,0.0,0,0
399,CASH_OUT,60235.2,C2028365809,0.0,0.0,C364395173,474205.59,534440.79,0,0
356,CASH_IN,142040.26,C325374928,25533.93,167574.19,C1506161689,431648.49,289608.23,0,0
259,CASH_IN,68570.15,C384040205,10777.0,79347.15,C1113024226,0.0,0.0,0,0
659,PAYMENT,10511.99,C1273976138,9367.0,0.0,M1030026670,0.0,0.0,0,0
11,PAYMENT,18182.75,C1904156519,68211.91,50029.16,M939790988,0.0,0.0,0,0
45,CASH_OUT,15871.42,C225967302,10673.0,0.0,C1424595534,29189335.26,29205206.68,0,0
397,PAYMENT,11991.4,C1049385753,0.0,0.0,M1847237514,0.0,0.0,0,0
38,CASH_IN,332613.87,C1786550452,7908908.59,8241522.46,C490931628,889616.59,557002.72,0,0
43,PAYMENT,12494.24,C1224772837,35395.72,22901.47,M1046063450,0.0,0.0,0,0
185,CASH_IN,69219.59,C9951123,2586163.3,2655382.89,C823446772,3961612.57,4247560.05,0,0
326,PAYMENT,12786.85,C44534545,161260.0,148473.15,M839075691,0.0,0.0,0,0
155,CASH_OUT,65878.22,C632064821,0.0,0.0,C422046107,240916.56,306794.78,0,0
43,CASH_OUT,30162.31,C2097886956,12205.0,0.0,C1343881220,1442177.45,1472339.76,0,0
426,PAYMENT,11571.86,C1547665283,937.5,0.0,M272982716,0.0,0.0,0,0
38,CASH_OUT,12732.19,C199100222,0.0,0.0,C1894583091,280580.71,293312.9,0,0
36,PAYMENT,40539.74,C823598020,0.0,0.0,M1925495448,0.0,0.0,0,0
12,CASH_OUT,310687.68,C1337934292,31074.0,0.0,C639249073,3310043.52,3620731.21,0,0
619,PAYMENT,1518.17,C1578621284,10926.0,9407.83,M995819049,0.0,0.0,0,0
372,PAYMENT,38760.49,C395028065,21954.0,0.0,M570150037,0.0,0.0,0,0
131,PAYMENT,24521.71,C1620885450,324598.0,300076.29,M1810968828,0.0,0.0,0,0
617,CASH_OUT,105510.4,C403439248,0.0,0.0,C1809411514,221139.0,326649.39,0,0
160,PAYMENT,24212.33,C642091958,0.0,0.0,M1907803215,0.0,0.0,0,0
283,CASH_OUT,125182.98,C1213696439,81795.0,0.0,C116245436,0.0,125182.98,0,0
373,CASH_OUT,194934.93,C988270949,57436.0,0.0,C792798074,153995.72,348930.65,0,0
304,CASH_OUT,117603.86,C222577148,0.0,0.0,C2088962045,159723.56,277327.42,0,0
356,PAYMENT,217.98,C90530782,1182.1,964.12,M1176724931,0.0,0.0,0,0
345,TRANSFER,6046838.37,C20275247,260472.0,0.0,C842014000,6051723.31,12098561.68,0,0
226,CASH_IN,218420.01,C145705061,6272131.35,6490551.36,C1350854883,701286.59,482866.58,0,0
329,CASH_IN,41142.28,C372774619,31564.0,72706.28,C1825792855,225171.3,184029.02,0,0
156,CASH_OUT,21759.71,C1730476878,0.0,0.0,C918531384,129975.92,151735.63,0,0
18,CASH_OUT,118796.65,C1034339018,0.0,0.0,C740710888,602193.35,720989.99,0,0
379,CASH_OUT,181552.21,C104276930,0.0,0.0,C214802651,5351583.97,5533136.19,0,0
325,TRANSFER,336451.24,C1417538132,0.0,0.0,C395127227,703710.33,1040161.57,0,0
188,PAYMENT,11415.45,C1356184806,0.0,0.0,M234954910,0.0,0.0,0,0
274,CASH_OUT,187584.44,C1230753682,9302.74,0.0,C1913350756,568886.55,756470.98,0,0
181,CASH_IN,142104.81,C1812273309,3349670.73,3491775.53,C1875399093,1523039.52,1380934.71,0,0
282,CASH_IN,253286.51,C1452993058,34487.0,287773.51,C328869621,3677786.83,3424500.32,0,0
378,CASH_OUT,190404.6,C1251087469,55434.0,0.0,C1174906770,0.0,190404.6,0,0
235,CASH_OUT,6617.81,C1508381479,0.0,0.0,C1020257545,59945.75,66563.56,0,0
40,CASH_OUT,92303.75,C1252062070,10599.0,0.0,C239294695,545189.85,637493.6,0,0
36,CASH_OUT,280992.58,C1802851249,0.0,0.0,C92967489,442149.86,734181.35,0,0
260,PAYMENT,3052.89,C1984931570,60467.0,57414.11,M743300290,0.0,0.0,0,0
140,CASH_IN,327687.95,C297571775,21649.0,349336.95,C591180705,167748.15,0.0,0,0
569,CASH_OUT,157083.78,C633818760,31973.0,0.0,C461101207,424649.39,581733.17,0,0
178,CASH_OUT,306365.35,C1752208390,0.0,0.0,C1778206800,737039.64,1043404.99,0,0
279,CASH_IN,254506.49,C1154212302,23326440.52,23580947.01,C794861960,1475980.71,1221474.22,0,0
376,TRANSFER,1117679.2,C997810157,21565.0,0.0,C1652699920,0.0,1117679.2,0,0
211,CASH_OUT,110727.12,C678348689,46523.0,0.0,C1340202832,710337.88,821065.0,0,0
336,PAYMENT,3675.72,C1185679463,0.0,0.0,M1422338167,0.0,0.0,0,0
121,CASH_OUT,132832.29,C1833953687,25685.0,0.0,C2031050346,9056.91,141889.2,0,0
372,TRANSFER,665677.68,C1170539080,209776.0,0.0,C176672826,1140338.09,1806015.77,0,0
225,CASH_OUT,294114.69,C422289884,0.0,0.0,C2038274284,834413.32,1128528.02,0,0
349,CASH_OUT,540476.68,C1504091106,106812.0,0.0,C931530493,4458.25,382001.49,0,0
373,CASH_OUT,214173.01,C1050806092,8000.0,0.0,C1702920633,0.0,214173.01,0,0
179,CASH_OUT,247475.77,C242035790,0.0,0.0,C842931360,4345150.58,4592626.35,0,0
321,CASH_IN,213939.5,C984084308,2970251.69,3184191.19,C2042372129,7034885.74,6820946.24,0,0
19,CASH_IN,387864.84,C1624662535,6176446.51,6564311.35,C1674644027,1329476.03,1272190.52,0,0
161,CASH_OUT,151052.46,C26334811,0.0,0.0,C395678247,1804901.69,1955954.16,0,0
215,PAYMENT,10514.7,C1866990364,70939.26,60424.56,M1910842496,0.0,0.0,0,0
142,CASH_OUT,199993.03,C2157854,15793.0,0.0,C36581823,0.0,199993.03,0,0
18,CASH_OUT,113009.44,C2075812339,0.0,0.0,C780879777,400163.39,430733.28,0,0
404,PAYMENT,23732.95,C1686982215,30314.0,6581.05,M1785717044,0.0,0.0,0,0
277,PAYMENT,21297.73,C1216848904,206785.0,185487.27,M2080438801,0.0,0.0,0,0
469,CASH_IN,107341.94,C1624415269,2596938.7,2704280.64,C1371730444,127021.65,19679.71,0,0
303,TRANSFER,851151.69,C1581201261,0.0,0.0,C347183903,889469.18,1740620.87,0,0
41,CASH_OUT,385870.24,C695263770,40841.0,0.0,C2106861792,859563.92,2013873.9,0,0
41,CASH_OUT,65594.7,C491377001,11169.0,0.0,C615659196,187613.36,253208.06,0,0
352,CASH_OUT,120352.24,C165588744,0.0,0.0,C600440772,9906479.29,10026831.53,0,0
394,CASH_OUT,115888.13,C1475437309,123034.0,7145.87,C2095385333,4108029.3,4223917.44,0,0
17,TRANSFER,630925.8,C125630016,10417.0,0.0,C2129469211,0.0,447428.55,0,0
254,PAYMENT,12636.99,C475917379,524578.84,511941.85,M192926353,0.0,0.0,0,0
160,CASH_OUT,176232.78,C1792181483,1056.0,0.0,C643179729,0.0,176232.78,0,0
160,CASH_IN,478830.15,C1164226531,9755383.42,10234213.57,C1019630899,831479.55,352649.39,0,0
137,PAYMENT,6806.14,C1641458929,0.0,0.0,M1927084551,0.0,0.0,0,0
283,CASH_OUT,129271.79,C1990007031,146807.0,17535.21,C884276647,286119.73,415391.52,0,0
321,PAYMENT,31457.07,C1210643930,295251.07,263794.0,M1235831171,0.0,0.0,0,0
328,PAYMENT,9184.23,C855956452,145093.28,135909.05,M1168457820,0.0,0.0,0,0
139,CASH_IN,239594.78,C553289280,581.0,240175.78,C200527184,0.0,0.0,0,0
261,CASH_OUT,75966.06,C22792337,0.0,0.0,C766118558,4457018.75,4532984.81,0,0
193,PAYMENT,6395.69,C271557621,0.0,0.0,M1808905194,0.0,0.0,0,0
404,CASH_IN,121782.49,C758938777,7557.0,129339.49,C242273614,772039.29,650256.8,0,0
300,PAYMENT,11290.73,C1457114444,181209.55,169918.82,M1705146179,0.0,0.0,0,0
138,CASH_IN,153184.72,C149823916,296.0,153480.72,C1693134675,1606027.07,1452842.35,0,0
158,CASH_IN,32021.65,C1186573602,145883.0,177904.65,C284417044,75802.0,0.0,0,0
397,CASH_IN,424402.11,C324086015,393421.83,817823.94,C1007868715,1104891.73,680489.62,0,0
361,TRANSFER,1594222.92,C547262073,0.0,0.0,C964287266,9413716.28,11007939.2,0,0
232,PAYMENT,16593.91,C1407418881,10651.0,0.0,M1367845512,0.0,0.0,0,0
42,CASH_IN,313672.09,C1556214081,99802.0,413474.09,C173823465,0.0,0.0,0,0
299,CASH_IN,54789.56,C1742288787,61310.0,116099.56,C187750436,846591.1,791801.55,0,0
156,CASH_IN,227573.87,C1619941394,3644.0,231217.87,C1781684191,154215.17,0.0,0,0
260,CASH_IN,73610.48,C423608335,42196.0,115806.48,C1605631199,4670108.02,4596497.54,0,0
9,CASH_OUT,37374.5,C1922329812,0.0,0.0,C2059109138,52557.55,606346.28,0,0
375,CASH_OUT,307712.5,C763948216,67841.0,0.0,C1510510690,0.0,307712.5,0,0
284,PAYMENT,13474.22,C1855022744,106375.0,92900.78,M1218932878,0.0,0.0,0,0
571,PAYMENT,13749.67,C364234700,29975.13,16225.46,M1405627988,0.0,0.0,0,0
45,TRANSFER,216546.98,C1083489205,137771.0,0.0,C765407668,0.0,216546.98,0,0
225,CASH_OUT,312562.87,C41173797,51302.0,0.0,C427748451,0.0,312562.87,0,0
23,CASH_OUT,90384.07,C293468439,0.0,0.0,C1289384798,8816674.92,8907059.0,0,0
226,CASH_OUT,219875.86,C1058195894,0.0,0.0,C662111026,5637472.67,6147037.09,0,0
355,PAYMENT,2613.39,C718052328,242529.35,239915.96,M309256182,0.0,0.0,0,0
18,CASH_IN,422211.74,C988668196,12009170.63,12431382.37,C4997666,586522.23,182178.28,0,0
406,PAYMENT,25215.64,C1705337948,10674.82,0.0,M41765538,0.0,0.0,0,0
135,CASH_OUT,13116.07,C2143370270,0.0,0.0,C587197696,91397.49,104513.56,0,0
251,CASH_IN,212785.4,C2090752250,1383.0,214168.4,C1082053102,0.0,0.0,0,0
288,CASH_IN,18591.96,C514557000,489063.0,507654.96,C1304455362,243706.85,225114.89,0,0
656,CASH_OUT,147780.33,C508868407,9127.36,0.0,C678527261,341347.77,489128.1,0,0
284,CASH_OUT,102655.61,C406084755,0.0,0.0,C252325708,1037593.77,1140249.39,0,0
202,CASH_OUT,187970.56,C354839955,25113.0,0.0,C2105102970,3510021.23,3697991.8,0,0
370,CASH_IN,185128.83,C100873586,18254106.68,18439235.51,C1472771697,848103.72,662974.88,0,0
282,CASH_OUT,26673.96,C1438677556,0.0,0.0,C491343960,153786.91,180460.87,0,0
210,CASH_IN,72999.82,C279049456,11309.0,84308.82,C746946239,96514.05,23514.22,0,0
182,PAYMENT,17312.52,C1483501906,2537.0,0.0,M1113827576,0.0,0.0,0,0
310,PAYMENT,18328.39,C1175135665,31874.1,13545.71,M117959553,0.0,0.0,0,0
181,CASH_OUT,343611.26,C1090858991,31705.0,0.0,C1206789279,0.0,343611.26,0,0
263,PAYMENT,5526.86,C1664555242,20323.0,14796.14,M907222644,0.0,0.0,0,0
12,CASH_IN,420166.41,C316275533,9628.0,429794.41,C1649787185,828936.64,408770.23,0,0
260,CASH_OUT,188099.77,C312291421,701.0,0.0,C204567174,0.0,188099.77,0,0
376,CASH_OUT,203034.24,C1081090070,28131.0,0.0,C7760531,158707.83,361742.07,0,0
132,CASH_IN,65887.73,C2087961355,6049.0,71936.73,C1805537723,2645314.82,2365048.61,0,0
307,CASH_IN,70578.77,C2062882307,14582400.87,14652979.64,C290202639,1164218.01,1093639.24,0,0
333,PAYMENT,11797.6,C315575761,0.0,0.0,M2039151945,0.0,0.0,0,0
137,CASH_IN,74563.57,C397130022,7632987.25,7707550.82,C120968558,3331552.1,3256988.54,0,0
157,CASH_OUT,226071.87,C569957051,10903.0,0.0,C612448638,897817.04,1123888.9,0,0
35,PAYMENT,13120.83,C313158986,164122.48,151001.64,M1858025251,0.0,0.0,0,0
356,PAYMENT,18915.31,C1966407285,27509.0,8593.69,M1681174217,0.0,0.0,0,0
41,TRANSFER,303366.01,C886783004,11386.0,0.0,C763340133,385945.15,537301.81,0,0
404,TRANSFER,743742.08,C450038806,0.0,0.0,C1230467896,2545876.04,3289618.13,0,0
298,PAYMENT,34032.96,C1304160896,123496.0,89463.04,M346764098,0.0,0.0,0,0
9,PAYMENT,1553.64,C702424021,0.0,0.0,M1444772540,0.0,0.0,0,0
